Facility ID	Facility Name	Address	City	State	ZIP Code	County Name	Unweighted Normalized Clinical Outcomes Domain Score	Weighted Normalized Clinical Outcomes Domain Score	Unweighted Person and Community Engagement Domain Score	Weighted Person and Community Engagement Domain Score	Unweighted Normalized Safety Domain Score	Weighted Safety Domain Score	Unweighted Normalized Efficiency and Cost Reduction Domain Score	Weighted Efficiency and Cost Reduction Domain Score	Total Performance Score	Location
260119	POPLAR BLUFF REGIONAL MEDICAL CENTER	3100 OAK GROVE ROAD	POPLAR BLUFF	MO	63901	Butler	22.5	5.625	15	3.75	68.33333333	17.08333333	0	0	26.45833333	POINT (-90.44328700000001 36.788987)
30007	VERDE VALLEY MEDICAL CENTER	269 SOUTH CANDY LANE	COTTONWOOD	AZ	86326	Yavapai	72.5	18.125	17	4.25	15	3.75	10	2.5	28.625	POINT (-112.03178400000002 34.736201)
360068	TOLEDO HOSPITAL THE	2142 NORTH COVE BOULEVARD	TOLEDO	OH	43606	Lucas	80	20	24	6	13.33333333	3.333333333	0	0	29.33333333	POINT (-83.594834 41.670821)
40016	UAMS MEDICAL CENTER	4301 WEST MARKHAM STREET MAIL SLOT 612	LITTLE ROCK	AR	72205	Pulaski	70	17.5	18	4.5	20	5	0	0	27	POINT (-92.32099800000002 34.751583)
50498	SUTTER AUBURN FAITH HOSPITAL	11815 EDUCATION STREET	AUBURN	CA	95603	Placer	42.5	10.625	40	10	80	20	30	7.5	48.125	POINT (-121.099423 38.944317)
50150	SIERRA NEVADA MEMORIAL HOSPITAL	155 GLASSON WAY	GRASS VALLEY	CA	95945	Nevada	65	16.25	27	6.75	38	9.5	60	15	47.5	POINT (-121.047264 39.228949)
380017	LEGACY GOOD SAMARITAN MEDICAL CENTER	"1015 NW 22ND AVENUE, W121"	PORTLAND	OR	97210	Multnomah	95	23.75	57	14.25	26.66666667	6.666666667	50	12.5	57.16666667	POINT (-122.696589 45.530551)
240044	WINONA HEALTH SERVICES	855 MANKATO AVENUE	WINONA	MN	55987	Winona	80	20	47	11.75	10	2.5	80	20	54.25	POINT (-91.622136 44.03301600000001)
30094	ABRAZO ARROWHEAD CAMPUS	18701 NORTH 67TH AVENUE	GLENDALE	AZ	85308	Maricopa	55	13.75	22	5.5	75	18.75	0	0	38	POINT (-112.202889 33.655042)
50174	SANTA ROSA MEMORIAL HOSPITAL	1165 MONTGOMERY DR	SANTA ROSA	CA	95405	Sonoma	85	21.25	12	3	38.33333333	9.583333333	0	0	33.83333333	POINT (-122.701112 38.442954)
220095	HEYWOOD HOSPITAL -	242 GREEN STREET	GARDNER	MA	1440	Worcester	45	11.25	22	5.5	25	6.25	0	0	23	POINT (-71.986165 42.586565)
140046	GOOD SAMARITAN REGIONAL HLTH CENTER	1 GOOD SAMARITAN WAY	MOUNT VERNON	IL	62864	Jefferson	45	11.25	46	11.5	18.33333333	4.583333333	0	0	27.33333333	POINT (-88.93 38.3149)
10006	NORTH ALABAMA MEDICAL CENTER	1701 VETERANS DRIVE	FLORENCE	AL	35630	Lauderdale	50	12.5	15	3.75	33.33333333	8.333333333	10	2.5	27.08333333	POINT (-87.652191 34.802756)
430012	AVERA SACRED HEART HOSPITAL	501 SUMMIT ST	YANKTON	SD	57078	Yankton	65	16.25	40	10	46.66666667	11.66666667	40	10	47.91666667	POINT (-97.406945 42.872573)
340188	CAPE FEAR VALLEY HOKE HOSPITAL	210 MEDICAL PAVILION DRIVE	RAEFORD	NC	28376	Hoke	53.33333333	17.77777778	83	27.66666667	Not Available	Not Available	70	23.33333333	68.77777778	POINT (-79.108824 35.031426)
180130	BAPTIST HEALTH LOUISVILLE	4000 KRESGE WAY	LOUISVILLE	KY	40207	Jefferson	40	10	25	6.25	20	5	10	2.5	23.75	POINT (-85.639048 38.239235)
150088	ST VINCENT ANDERSON REGIONAL HOSPITAL INC	2015 JACKSON ST	ANDERSON	IN	46016	Madison	50	12.5	23	5.75	46.66666667	11.66666667	0	0	29.91666667	POINT (-85.680467 40.096257)
230058	MUNSON HEALTHCARE GRAYLING HOSPITAL	1100 E MICHIGAN AVE	GRAYLING	MI	49738	Crawford	52.5	13.125	62	15.5	0	0	70	17.5	46.125	POINT (-84.70793900000001 44.667251)
50238	METHODIST HOSPITAL OF SOUTHERN CA	300 W HUNTINGTON DR	ARCADIA	CA	91006	Los Angeles	85	21.25	23	5.75	35	8.75	0	0	35.75	POINT (-118.04244599999998 34.134862)
530032	EVANSTON REGIONAL HOSPITAL	190 ARROWHEAD DR	EVANSTON	WY	82930	Uinta	25	8.333333333	55	18.33333333	Not Available	Not Available	30	10	36.66666667	POINT (-110.991336 41.242214)
490110	LEWISGALE HOSPITAL MONTGOMERY	3700 SOUTH MAIN STREET	BLACKSBURG	VA	24060	Montgomery	47.5	11.875	33	8.25	67.5	16.875	30	7.5	44.5	POINT (-80.408612 37.185621)
100254	CAPITAL REGIONAL MEDICAL CENTER	2626 CAPITAL MEDICAL BLVD	TALLAHASSEE	FL	32308	Leon	67.5	16.875	23	5.75	51.66666667	12.91666667	20	5	40.54166667	POINT (-84.230728 30.475375999999997)
340098	ATRIUM HEALTH PINEVILLE	10628 PARK RD	CHARLOTTE	NC	28210	Mecklenburg	35	8.75	16	4	28.33333333	7.083333333	20	5	24.83333333	POINT (-80.869529 35.09135)
50557	MEMORIAL MEDICAL CENTER	1700 COFFEE RD	MODESTO	CA	95355	Stanislaus	67.5	16.875	15	3.75	46.66666667	11.66666667	10	2.5	34.79166667	POINT (-120.975674 37.668701)
430027	SANFORD USD MEDICAL CENTER	1305 W 18TH ST  POST OFFICE BOX 5039	SIOUX FALLS	SD	57117	Minnehaha	70	17.5	27	6.75	25	6.25	0	0	30.5	POINT (-96.743388 43.536678)
140068	ROSELAND COMMUNITY HOSPITAL	45 W 111TH STREET	CHICAGO	IL	60628	Cook	70	17.5	19	4.75	50	12.5	0	0	34.75	POINT (-87.62473400000002 41.692562)
50100	SHARP MEMORIAL HOSPITAL	7901 FROST ST	SAN DIEGO	CA	92123	San Diego	75	18.75	57	14.25	21.66666667	5.416666667	10	2.5	40.91666667	POINT (-117.154133 32.800255)
390057	GRAND VIEW HOSPITAL	700 LAWN AVENUE	SELLERSVILLE	PA	18960	Bucks	67.5	16.875	37	9.25	20	5	10	2.5	33.625	POINT (-75.324169 40.362567)
100001	UF HEALTH JACKSONVILLE	655 W 8TH ST	JACKSONVILLE	FL	32209	Duval	65	16.25	39	9.75	20	5	0	0	31	POINT (-81.664228 30.346799000000004)
50360	MARINHEALTH MEDICAL CENTER	"250 BON AIR ROAD, PO BOX 8010"	GREENBRAE	CA	94904	Marin	72.5	18.125	9	2.25	28	7	20	5	32.375	POINT (-122.53589699999999 37.948884)
330219	ERIE COUNTY MEDICAL CENTER	462 GRIDER STREET	BUFFALO	NY	14215	Erie	93.33333333	23.33333333	22	5.5	20	5	20	5	38.83333333	POINT (-78.829151 42.927236)
150048	REID HEALTH	1100 REID PKWY	RICHMOND	IN	47374	Wayne	60	15	21	5.25	56.66666667	14.16666667	0	0	34.41666667	POINT (-84.887765 39.86303)
100054	TWIN CITIES HOSPITAL	2190 HWY 85 N	NICEVILLE	FL	32578	Okaloosa	60	15	56	14	50	12.5	30	7.5	49	
310076	SAINT BARNABAS MEDICAL CENTER	94 OLD SHORT HILLS ROAD	LIVINGSTON	NJ	7039	Essex	77.5	19.375	31	7.75	46.66666667	11.66666667	0	0	38.79166667	POINT (-74.302334 40.764045)
100299	LAKEWOOD RANCH MEDICAL CENTER	8330 LAKEWOOD RANCH BLVD	BRADENTON	FL	34202	Manatee	72.5	18.125	16	4	60	15	0	0	37.125	POINT (-82.434725 27.392671)
390081	DELAWARE COUNTY MEMORIAL HOSPITAL	501 NORTH LANSDOWNE AVE	DREXEL HILL	PA	19026	Delaware	47.5	11.875	20	5	72	18	10	2.5	37.375	POINT (-75.283921 39.953877)
130003	ST JOSEPH REGIONAL MEDICAL CENTER	415 SIXTH STREET	LEWISTON	ID	83501	Nez Perce	35	8.75	22	5.5	68	17	10	2.5	33.75	POINT (-117.02499700000001 46.417121)
330250	CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR	75 BEEKMAN STREET	PLATTSBURGH	NY	12901	Clinton	87.5	21.875	51	12.75	30	7.5	30	7.5	49.625	POINT (-73.466647 44.700122)
360046	MCCULLOUGH-HYDE MEMORIAL HOSPITAL	110 NORTH POPLAR STREET	OXFORD	OH	45056	Butler	50	12.5	45	11.25	100	25	20	5	53.75	POINT (-84.740815 39.51218000000001)
180044	PIKEVILLE MEDICAL CENTER	911 BYPASS ROAD	PIKEVILLE	KY	41501	Pike	62.5	15.625	24	6	51.66666667	12.91666667	10	2.5	37.04166667	POINT (-82.52395 37.47251)
390117	UPMC BEDFORD MEMORIAL	10455 LINCOLN HIGHWAY	EVERETT	PA	15537	Bedford	25	8.333333333	26	8.666666667	Not Available	Not Available	10	3.333333333	20.33333333	POINT (-78.433255 40.024721)
220010	LAWRENCE GENERAL HOSPITAL	ONE GENERAL STREET	LAWRENCE	MA	1842	Essex	77.5	19.375	18	4.5	46.66666667	11.66666667	0	0	35.54166667	
230217	OAKLAWN HOSPITAL	200 N MADISON	MARSHALL	MI	49068	Calhoun	36.66666667	9.166666667	48	12	43.33333333	10.83333333	50	12.5	44.5	POINT (-84.957796 42.273533)
50723	KAISER FOUNDATION HOSPITAL - BALDWIN PARK	1011 BALDWIN PARK BLVD	BALDWIN PARK	CA	91706	Los Angeles	Not Available	Not Available	38	12.66666667	28.33333333	9.444444444	40	13.33333333	35.44444444	POINT (-117.98464599999998 34.064642)
180009	KING'S DAUGHTERS' MEDICAL CENTER	2201 LEXINGTON AVENUE	ASHLAND	KY	41101	Boyd	52.5	13.125	27	6.75	30	7.5	20	5	32.375	POINT (-82.635916 38.470401)
450347	HUNTSVILLE MEMORIAL HOSPITAL	110 MEMORIAL HOSPITAL DRIVE	HUNTSVILLE	TX	77340	Walker	55	13.75	14	3.5	34	8.5	0	0	25.75	POINT (-95.55799 30.69849)
280003	BRYAN MEDICAL CENTER	1600 SOUTH 48TH ST	LINCOLN	NE	68506	Lancaster	60	15	48	12	21.66666667	5.416666667	0	0	32.41666667	POINT (-96.653661 40.796598)
100086	BROWARD HEALTH NORTH	201 E SAMPLE RD	POMPANO BEACH	FL	33064	Broward	40	10	31	7.75	28	7	0	0	24.75	POINT (-80.120739 26.275137)
180087	TAYLOR REGIONAL HOSPITAL	1700 OLD LEBANON ROAD	CAMPBELLSVILLE	KY	42718	Taylor	75	18.75	44	11	57.5	14.375	0	0	44.125	POINT (-85.339179 37.366216)
450638	HCA HOUSTON HEALTHCARE NORTHWEST	710 CYPRESS CREEK PARKWAY	HOUSTON	TX	77090	Harris	67.5	16.875	20	5	38.33333333	9.583333333	0	0	31.45833333	POINT (-95.439796 30.018099)
220052	SIGNATURE HEALTHCARE BROCKTON HOSPITAL	680 CENTER STREET	BROCKTON	MA	2302	Plymouth	85	21.25	22	5.5	66.66666667	16.66666667	30	7.5	50.91666667	POINT (-70.991083 42.08621)
110008	NORTHSIDE HOSPITAL CHEROKEE	450 NORTHSIDE CHEROKEE BOULEVARD	CANTON	GA	30115	Cherokee	42.5	10.625	61	15.25	50	12.5	10	2.5	40.875	POINT (-84.460562 34.227523)
450653	"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H"	1601 W 11TH PLACE	BIG SPRING	TX	79720	Howard	33.33333333	8.333333333	24	6	66.66666667	16.66666667	0	0	31	POINT (-101.492412 32.240015)
330158	GOOD SAMARITAN HOSPITAL OF SUFFERN	255 LAFAYETTE AVENUE	SUFFERN	NY	10901	Rockland	67.5	16.875	9	2.25	20	5	0	0	24.125	POINT (-74.136248 41.112389)
390150	WASHINGTON HEALTH SYSTEM GREENE	350 BONAR AVENUE	WAYNESBURG	PA	15370	Greene	55	18.33333333	25	8.333333333	Not Available	Not Available	40	13.33333333	40	POINT (-80.173929 39.900605)
300023	EXETER HOSPITAL INC	5 ALUMNI DRIVE	EXETER	NH	3833	Rockingham	62.5	15.625	55	13.75	36	9	30	7.5	45.875	POINT (-70.934319 42.983066)
440017	HOLSTON VALLEY MEDICAL CENTER	130 WEST RAVINE ROAD	KINGSPORT	TN	37662	Sullivan	62.5	15.625	15	3.75	48.33333333	12.08333333	10	2.5	33.95833333	POINT (-82.55426 36.553005)
170185	SAINT LUKE'S SOUTH HOSPITAL	12300 METCALF AVENUE	OVERLAND PARK	KS	66213	Johnson	82.5	20.625	38	9.5	46	11.5	30	7.5	49.125	POINT (-94.667847 38.905583)
360147	MARIETTA MEMORIAL HOSPITAL	401 MATTHEW STREET	MARIETTA	OH	45750	Washington	16.66666667	4.166666667	45	11.25	20	5	0	0	20.41666667	POINT (-81.464717 39.431621)
220001	HEALTH ALLIANCE - CLINTON HOSPITAL	60 HOSPITAL ROAD	LEOMINSTER	MA	1453	Worcester	70	17.5	26	6.5	20	5	0	0	29	POINT (-71.763033 42.54119300000001)
520030	ASPIRUS WAUSAU HOSPITAL	333 PINE RIDGE BLVD	WAUSAU	WI	54401	Marathon	50	12.5	42	10.5	40	10	20	5	38	POINT (-89.666372 44.964503)
420087	ROPER HOSPITAL	316 CALHOUN ST	CHARLESTON	SC	29401	Charleston	52.5	13.125	69	17.25	16	4	0	0	34.375	POINT (-79.948734 32.782372)
330027	NASSAU UNIVERSITY MEDICAL CENTER	2201 HEMPSTEAD TURNPIKE	EAST MEADOW	NY	11554	Nassau	46.66666667	11.66666667	10	2.5	33.33333333	8.333333333	0	0	22.5	POINT (-73.554413 40.725298)
100040	ASCENSION ST VINCENT'S RIVERSIDE	1 SHIRCLIFF WAY	JACKSONVILLE	FL	32204	Duval	72.5	18.125	19	4.75	43.33333333	10.83333333	0	0	33.70833333	POINT (-81.689154 30.307891000000005)
510013	REYNOLDS MEMORIAL HOSPITAL	800 WHEELING AVE	GLEN DALE	WV	26038	Marshall	33.33333333	11.11111111	17	5.666666667	Not Available	Not Available	20	6.666666667	23.44444444	POINT (-80.75427 39.946169)
150133	KOSCIUSKO COMMUNITY HOSPITAL	2101 E DUBOIS DR	WARSAW	IN	46580	Kosciusko	50	12.5	22	5.5	65	16.25	10	2.5	36.75	POINT (-85.82832 41.24643)
520071	FORT MEMORIAL HOSPITAL	611 SHERMAN AVE E	FORT ATKINSON	WI	53538	Jefferson	53.33333333	13.33333333	39	9.75	35	8.75	80	20	51.83333333	POINT (-88.827933 42.929969)
220046	BERKSHIRE MEDICAL CENTER INC - 1	725 NORTH STREET	PITTSFIELD	MA	1201	Berkshire	52.5	13.125	14	3.5	46.66666667	11.66666667	0	0	28.29166667	POINT (-73.249004 42.45874800000001)
130049	KOOTENAI HEALTH	2003 KOOTENAI HEALTH WAY	COEUR D'ALENE	ID	83814	Kootenai	57.5	14.375	39	9.75	33.33333333	8.333333333	10	2.5	34.95833333	POINT (-116.792669 47.694597)
140049	WEST SUBURBAN MEDICAL CENTER	3 ERIE COURT	OAK PARK	IL	60302	Cook	75	18.75	26	6.5	63.33333333	15.83333333	0	0	41.08333333	POINT (-87.777471 41.89184)
100142	JACKSON HOSPITAL	4250 HOSPITAL DR	MARIANNA	FL	32446	Jackson	50	12.5	59	14.75	0	0	0	0	27.25	POINT (-85.240932 30.78748)
450154	VAL VERDE REGIONAL MEDICAL CENTER	801 BEDELL AVE	DEL RIO	TX	78840	Val Verde	76.66666667	19.16666667	20	5	50	12.5	60	15	51.66666667	POINT (-100.893034 29.374425000000002)
380025	LEGACY MOUNT HOOD MEDICAL CENTER	24800 SE STARK STREET	GRESHAM	OR	97030	Multnomah	57.5	14.375	31	7.75	81.66666667	20.41666667	60	15	57.54166667	POINT (-122.40827900000001 45.519053)
450686	UNIVERSITY MEDICAL CENTER	602 INDIANA AVENUE	LUBBOCK	TX	79415	Lubbock	45	11.25	28	7	23.33333333	5.833333333	0	0	24.08333333	POINT (-101.88797700000002 33.589429)
490060	CLINCH VALLEY MEDICAL CENTER	6801 GOVERNOR GC PERRY HIGHWAY	RICHLANDS	VA	24641	Tazewell	56.66666667	14.16666667	33	8.25	78	19.5	40	10	51.91666667	POINT (-81.819444 37.093978)
100315	VIERA HOSPITAL	8745 N WICKHAM RD	MELBOURNE	FL	32940	Brevard	57.5	14.375	87	21.75	45	11.25	0	0	47.375	POINT (-80.72943400000001 28.229812)
110107	"MEDICAL CENTER, NAVICENT HEALTH (THE)"	777 HEMLOCK STREET	MACON	GA	31201	Bibb	52.5	13.125	10	2.5	38.33333333	9.583333333	0	0	25.20833333	POINT (-83.636553 32.833202)
140291	ADVOCATE GOOD SHEPHERD HOSPITAL	450 WEST HIGHWAY 22	BARRINGTON	IL	60010	Lake	82.5	20.625	33	8.25	40	10	20	5	43.875	POINT (-88.177959 42.193415)
330393	STONY BROOK UNIVERSITY HOSPITAL	HEALTH SCIENCES CENTER SUNY	STONY BROOK	NY	11794	Suffolk	97.5	24.375	12	3	18.33333333	4.583333333	0	0	31.95833333	
150059	RIVERVIEW HEALTH	395 WESTFIELD RD	NOBLESVILLE	IN	46060	Hamilton	52.5	13.125	48	12	7.5	1.875	0	0	27	POINT (-86.024081 40.047026)
390223	PENN PRESBYTERIAN MEDICAL CENTER	51 NORTH 39TH STREET	PHILADELPHIA	PA	19104	Philadelphia	60	15	43	10.75	36	9	0	0	34.75	POINT (-75.19957500000001 39.957103)
440050	GREENEVILLE COMMUNITY HOSPITAL	1420 TUSCULUM BOULEVARD	GREENEVILLE	TN	37745	Greene	0	0	50	12.5	52.5	13.125	30	7.5	33.125	POINT (-82.790893 36.17539300000001)
410006	NEWPORT HOSPITAL	11 FRIENDSHIP STREET	NEWPORT	RI	2840	Newport	72.5	18.125	62	15.5	30	7.5	0	0	41.125	POINT (-71.306193 41.497809)
150018	ELKHART GENERAL HOSPITAL	600 E BLVD	ELKHART	IN	46514	Elkhart	57.5	14.375	33	8.25	55	13.75	30	7.5	43.875	POINT (-85.991833 41.678761)
230176	BEAUMONT HOSPITAL - TRENTON	5450 FORT STREET	TRENTON	MI	48183	Wayne	87.5	21.875	33	8.25	55	13.75	0	0	43.875	POINT (-83.211814 42.115786)
360174	UPPER VALLEY MEDICAL CENTER	3130 NORTH COUNTY ROAD 25A	TROY	OH	45373	Miami	32.5	8.125	26	6.5	62	15.5	0	0	30.125	POINT (-84.223537 40.087789)
50324	SCRIPPS MEMORIAL HOSPITAL LA JOLLA	9888 GENESEE AVENUE	LA JOLLA	CA	92037	San Diego	85	21.25	35	8.75	11.66666667	2.916666667	0	0	32.91666667	POINT (-117.223022 32.8855)
190151	RICHARDSON MEDICAL CENTER	254 HIGHWAY 3048	RAYVILLE	LA	71269	Richland	50	16.66666667	76	25.33333333	Not Available	Not Available	0	0	42	POINT (-91.747879 32.463973)
670120	THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS	2000 TRANSMOUNTAIN RD	EL PASO	TX	79911	El Paso	66.66666667	16.66666667	21	5.25	50	12.5	0	0	34.41666667	
330107	PECONIC BAY MEDICAL CENTER	1300 ROANOKE AVENUE	RIVERHEAD	NY	11901	Suffolk	77.5	19.375	18	4.5	76.66666667	19.16666667	0	0	43.04166667	POINT (-72.674317 40.933577)
50755	SHERMAN OAKS HOSPITAL	4929 VAN NUYS BLVD	SHERMAN OAKS	CA	91403	Los Angeles	97.5	24.375	24	6	60	15	0	0	45.375	POINT (-118.448705 34.15981)
380040	ST CHARLES REDMOND	1253 NW CANAL BLVD	REDMOND	OR	97756	Deschutes	40	10	48	12	0	0	70	17.5	39.5	POINT (-121.16855800000002 44.288703)
150183	MONROE HOSPITAL	4011 S MONROE MEDICAL PARK BLVD	BLOOMINGTON	IN	47403	Monroe	72.5	24.16666667	34	11.33333333	Not Available	Not Available	80	26.66666667	62.16666667	POINT (-86.573323 39.121202)
110230	EMORY JOHNS CREEK HOSPITAL	6325 HOSPITAL PARKWAY	JOHNS CREEK	GA	30097	Gwinnett	82.5	20.625	19	4.75	41.66666667	10.41666667	40	10	45.79166667	POINT (-84.175187 34.067466)
330331	PLAINVIEW HOSPITAL	888 OLD COUNTRY ROAD	PLAINVIEW	NY	11803	Nassau	67.5	16.875	11	2.75	44	11	0	0	30.625	POINT (-73.478063 40.774456)
300014	FRISBIE MEMORIAL HOSPITAL	11 WHITEHALL ROAD	ROCHESTER	NH	3867	Strafford	57.5	14.375	66	16.5	55	13.75	0	0	44.625	POINT (-70.961194 43.298189)
230085	BRONSON SOUTH HAVEN HOSPITAL	955 S BAILEY AVE	SOUTH HAVEN	MI	49090	Van Buren	23.33333333	7.777777778	31	10.33333333	Not Available	Not Available	90	30	48.11111111	POINT (-86.26413 42.391252)
100226	ORANGE PARK MEDICAL CENTER	2001 KINGSLEY AVE	ORANGE PARK	FL	32073	Clay	65	16.25	16	4	35	8.75	0	0	29	POINT (-81.738598 30.164807)
340060	UNC ROCKINGHAM	117 E KINGS HIGHWAY	EDEN	NC	27288	Rockingham	10	2.5	26	6.5	13.33333333	3.333333333	0	0	12.33333333	POINT (-79.740112 36.49321)
450662	VALLEY REGIONAL MEDICAL CENTER	100 A ALTON GLOOR	BROWNSVILLE	TX	78526	Cameron	92.5	23.125	15	3.75	36.66666667	9.166666667	0	0	36.04166667	
50777	KAISER FOUNDATION HOSPITAL - SAN LEANDRO	2500 MERCED STREET	SAN LEANDRO	CA	94577	Alameda	Not Available	Not Available	16	5.333333333	20	6.666666667	50	16.66666667	28.66666667	POINT (-122.169447 37.706524)
520103	COMMUNITY MEMORIAL HOSPITAL	W180 N8085 TOWN HALL RD	MENOMONEE FALLS	WI	53051	Waukesha	75	18.75	46	11.5	66.66666667	16.66666667	20	5	51.91666667	
420065	BON SECOURS-ST FRANCIS XAVIER HOSPITAL	2095 HENRY TECKLENBURG DRIVE	CHARLESTON	SC	29414	Charleston	25	6.25	66	16.5	20	5	0	0	27.75	POINT (-80.042264 32.810751)
100012	LEE MEMORIAL HOSPITAL	2776 CLEVELAND AVE	FORT MYERS	FL	33901	Lee	67.5	16.875	15	3.75	43.33333333	10.83333333	10	2.5	33.95833333	POINT (-81.872295 26.626924)
190263	HEART HOSPITAL OF LAFAYETTE	1105 KALISTE SALOOM ROAD	LAFAYETTE	LA	70508	Lafayette	30	10	93	31	Not Available	Not Available	20	6.666666667	47.66666667	POINT (-92.028311 30.174933000000003)
340030	DUKE UNIVERSITY HOSPITAL	PO BOX 3814 DUMC  ERWIN RD	DURHAM	NC	27710	Durham	37.5	9.375	49	12.25	28.33333333	7.083333333	20	5	33.70833333	
450023	CITIZENS MEDICAL CENTER	2701 HOSPITAL DRIVE	VICTORIA	TX	77901	Victoria	75	18.75	23	5.75	38.33333333	9.583333333	0	0	34.08333333	POINT (-96.976759 28.813156999999997)
60004	PLATTE VALLEY MEDICAL CENTER	1600 PRAIRIE CENTER PKWY	BRIGHTON	CO	80601	Adams	60	15	62	15.5	10	2.5	20	5	38	POINT (-104.770924 39.965441000000006)
450558	ABILENE REGIONAL MEDICAL CENTER	6250 HWY 83/84	ABILENE	TX	79606	Taylor	60	15	43	10.75	56	14	0	0	39.75	POINT (-99.742595 32.374006)
330195	LONG ISLAND JEWISH MEDICAL CENTER	270 - 05 76TH AVENUE	NEW HYDE PARK	NY	11040	Nassau	75	18.75	14	3.5	21.66666667	5.416666667	0	0	27.66666667	
330223	MASSENA MEMORIAL HOSPITAL	1 HOSPITAL DRIVE	MASSENA	NY	13662	Saint Lawrence	80	20	30	7.5	100	25	100	25	77.5	POINT (-74.907828 44.936344)
370091	"SAINT FRANCIS HOSPITAL, INC"	6161 SOUTH YALE	TULSA	OK	74136	Tulsa	75	18.75	29	7.25	43.33333333	10.83333333	0	0	36.83333333	POINT (-95.922118 36.073442)
490122	INOVA MOUNT VERNON HOSPITAL	2501 PARKERS LANE	ALEXANDRIA	VA	22306	Fairfax	95	23.75	52	13	45	11.25	10	2.5	50.5	POINT (-77.07479 38.740184)
190019	CHRISTUS ST FRANCES CABRINI HOSPITAL	3330 MASONIC DRIVE	ALEXANDRIA	LA	71301	Rapides	33.33333333	8.333333333	23	5.75	41.66666667	10.41666667	0	0	24.5	POINT (-92.46084800000001 31.282401000000004)
440104	ERLANGER MEDICAL CENTER	975 E 3RD ST	CHATTANOOGA	TN	37403	Hamilton	47.5	11.875	22	5.5	21.66666667	5.416666667	0	0	22.79166667	POINT (-85.290853 35.047899)
440183	ST FRANCIS HOSPITAL	5959 PARK AVE	MEMPHIS	TN	38119	Shelby	55	13.75	24	6	70	17.5	0	0	37.25	POINT (-89.86451600000001 35.099901)
390039	UPMC SOMERSET	225 SOUTH CENTER AVENUE	SOMERSET	PA	15501	Somerset	37.5	9.375	55	13.75	66.66666667	16.66666667	20	5	44.79166667	POINT (-79.078598 40.007081)
410011	LANDMARK MEDICAL CENTER	115 CASS AVENUE	WOONSOCKET	RI	2895	Providence	50	12.5	18	4.5	57.5	14.375	40	10	41.375	POINT (-71.49621 42.00532)
500036	YAKIMA VALLEY MEMORIAL HOSPITAL	2811 TIETON DRIVE	YAKIMA	WA	98902	Yakima	47.5	11.875	11	2.75	68.33333333	17.08333333	60	15	46.70833333	POINT (-120.55039599999999 46.592727)
670068	TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND	4400 LONG PRAIRIE ROAD	FLOWER MOUND	TX	75028	Denton	46.66666667	11.66666667	47	11.75	53.33333333	13.33333333	0	0	36.75	POINT (-97.069331 33.045227)
230003	SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL	8333 FELCH ST	ZEELAND	MI	49464	Ottawa	63.33333333	15.83333333	80	20	65	16.25	70	17.5	69.58333333	POINT (-85.988129 42.819539)
140118	METROSOUTH MEDICAL CENTER	12935 S GREGORY	BLUE ISLAND	IL	60406	Cook	82.5	20.625	29	7.25	40	10	0	0	37.875	
50017	MERCY GENERAL HOSPITAL	4001 J ST	SACRAMENTO	CA	95819	Sacramento	72.5	18.125	32	8	50	12.5	30	7.5	46.125	POINT (-121.45248199999999 38.569385)
280132	BELLEVUE MEDICAL CENTER	2500 BELLEVUE MEDICAL CENTER DR	BELLEVUE	NE	68123	Sarpy	52.5	13.125	35	8.75	40	10	40	10	41.875	POINT (-95.94586 41.13639)
10083	SOUTH BALDWIN REGIONAL MEDICAL CENTER	1613 NORTH MCKENZIE STREET	FOLEY	AL	36535	Baldwin	70	17.5	60	15	74	18.5	0	0	51	POINT (-87.683187 30.426109)
10086	NORTHWEST MEDICAL CENTER	1530 U S HIGHWAY 43	WINFIELD	AL	35594	Fayette	35	11.66666667	67	22.33333333	Not Available	Not Available	0	0	34	POINT (-87.82450700000001 33.929316)
230151	BEAUMONT HOSPITAL - FARMINGTON HILLS	28050 GRAND RIVER AVENUE	FARMINGTON HILLS	MI	48336	Oakland	92.5	23.125	16	4	16.66666667	4.166666667	10	2.5	33.79166667	POINT (-83.324789 42.44363)
40076	BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY	1001 SCHNEIDER DRIVE	MALVERN	AR	72104	Hot Spring	40	13.33333333	56	18.66666667	Not Available	Not Available	70	23.33333333	55.33333333	POINT (-92.786418 34.358913)
500007	ISLAND HOSPITAL	1211  24TH STREET	ANACORTES	WA	98221	Skagit	55	13.75	56	14	75	18.75	40	10	56.5	POINT (-122.61582500000002 48.502883)
340017	MARGARET R PARDEE MEMORIAL HOSPITAL	800 N JUSTICE ST	HENDERSONVILLE	NC	28791	Henderson	72.5	18.125	47	11.75	30	7.5	30	7.5	44.875	POINT (-82.468153 35.320814)
50235	PROVIDENCE SAINT JOSEPH MEDICAL CTR	501 SOUTH BUENA VISTA STREET	BURBANK	CA	91505	Los Angeles	92.5	23.125	17	4.25	36.66666667	9.166666667	0	0	36.54166667	POINT (-118.327841 34.157643)
